pname	PID	interID	NumberID
Insulin signaling pathway(Kegg)	723622	723658	723556
Melanogenesis(Kegg)	724035	724055	724024
Melanogenesis(Kegg)	724035	724055	724020
Melanogenesis(Kegg)	724035	724055	724020
Cytokine-cytokine receptor interaction(Kegg)	715796	715866	715675
Cytokine-cytokine receptor interaction(Kegg)	715796	715866	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715866	715795
Colorectal cancer(Kegg)	726554	726562	726520
Colorectal cancer(Kegg)	726554	726562	726510
Colorectal cancer(Kegg)	726554	726562	726510
Natural killer cell mediated cytotoxicity(Kegg)	721338	721359	721256
Natural killer cell mediated cytotoxicity(Kegg)	721338	721359	721204
Natural killer cell mediated cytotoxicity(Kegg)	721338	721359	721204
Prostate cancer(Kegg)	727295	727329	727294
Prostate cancer(Kegg)	727295	727329	727167
Complement and coagulation cascades(Kegg)	720411	720429	720361
Complement and coagulation cascades(Kegg)	720411	720429	720360
GnRH signaling pathway(Kegg)	723852	723886	723706
GnRH signaling pathway(Kegg)	723852	723886	723828
GnRH signaling pathway(Kegg)	723852	723886	723828
Alzheimer's disease(Kegg)	724674	724690	724452
Alzheimer's disease(Kegg)	724674	724690	724638
Melanogenesis(Kegg)	724035	724060	723920
Melanogenesis(Kegg)	724035	724060	723912
Melanogenesis(Kegg)	724035	724060	723912
Cytokine-cytokine receptor interaction(Kegg)	715796	715934	715581
Cytokine-cytokine receptor interaction(Kegg)	715796	715934	715568
Cytokine-cytokine receptor interaction(Kegg)	715796	715934	715568
Axon guidance(Kegg)	718676	718736	718615
Axon guidance(Kegg)	718676	718736	718670
Axon guidance(Kegg)	718676	718736	718670
Non-small cell lung cancer(Kegg)	728206	728233	728198
Non-small cell lung cancer(Kegg)	728206	728233	728194
Non-small cell lung cancer(Kegg)	728206	728233	728194
Complement and coagulation cascades(Kegg)	720411	720460	720376
Complement and coagulation cascades(Kegg)	720411	720460	720375
Prostate cancer(Kegg)	727295	727322	727192
Prostate cancer(Kegg)	727295	727322	727207
ErbB signaling pathway(Kegg)	715148	715186	715024
ErbB signaling pathway(Kegg)	715148	715186	715082
ErbB signaling pathway(Kegg)	715148	715186	715082
GnRH signaling pathway(Kegg)	723852	723869	723706
GnRH signaling pathway(Kegg)	723852	723869	723755
Jak-STAT signaling pathway(Kegg)	721016	721026	720886
Jak-STAT signaling pathway(Kegg)	721016	721026	720840
PPAR signaling pathway(Kegg)	714130	714181	714129
PPAR signaling pathway(Kegg)	714130	714181	714053
Pathways in cancer(Kegg)	726231	726319	725945
Pathways in cancer(Kegg)	726231	726319	726154
Acute myeloid leukemia(Kegg)	727926	727937	727840
Acute myeloid leukemia(Kegg)	727926	727937	727912
Acute myeloid leukemia(Kegg)	727926	727937	727912
Jak-STAT signaling pathway(Kegg)	721016	721043	720860
Jak-STAT signaling pathway(Kegg)	721016	721043	720830
MAPK signaling pathway(Kegg)	714843	714911	714840
MAPK signaling pathway(Kegg)	714843	714911	714681
MAPK signaling pathway(Kegg)	714843	714911	714681
Hedgehog signaling pathway(Kegg)	718298	718311	718266
Hedgehog signaling pathway(Kegg)	718298	718311	718282
Hedgehog signaling pathway(Kegg)	718298	718311	718282
Cytokine-cytokine receptor interaction(Kegg)	715796	715908	715785
Cytokine-cytokine receptor interaction(Kegg)	715796	715908	715786
Cytokine-cytokine receptor interaction(Kegg)	715796	715908	715786
Complement and coagulation cascades(Kegg)	720411	720445	720353
Complement and coagulation cascades(Kegg)	720411	720445	720352
Complement and coagulation cascades(Kegg)	720411	720445	720352
MAPK signaling pathway(Kegg)	714843	714930	714717
MAPK signaling pathway(Kegg)	714843	714930	714780
MAPK signaling pathway(Kegg)	714843	714930	714780
B cell receptor signaling pathway(Kegg)	721753	721775	721747
B cell receptor signaling pathway(Kegg)	721753	721775	721746
B cell receptor signaling pathway(Kegg)	721753	721775	721746
Cytokine-cytokine receptor interaction(Kegg)	715796	715968	715548
Cytokine-cytokine receptor interaction(Kegg)	715796	715968	715538
Cytokine-cytokine receptor interaction(Kegg)	715796	715968	715538
Pathways in cancer(Kegg)	726231	726251	725864
Pathways in cancer(Kegg)	726231	726251	725956
Pathways in cancer(Kegg)	726231	726251	725956
Small cell lung cancer(Kegg)	728087	728093	728003
Small cell lung cancer(Kegg)	728087	728093	728058
Small cell lung cancer(Kegg)	728087	728093	728058
TGF-beta signaling pathway(Kegg)	718452	718457	718434
TGF-beta signaling pathway(Kegg)	718452	718457	718409
TGF-beta signaling pathway(Kegg)	718452	718457	718409
Natural killer cell mediated cytotoxicity(Kegg)	721338	721437	721192
Natural killer cell mediated cytotoxicity(Kegg)	721338	721437	721335
SNARE interactions in vesicular transport(Kegg)	717334	717336	717312
SNARE interactions in vesicular transport(Kegg)	717334	717336	717333
SNARE interactions in vesicular transport(Kegg)	717334	717336	717333
Toll-like receptor signaling pathway(Kegg)	720778	720786	720714
Toll-like receptor signaling pathway(Kegg)	720778	720786	720664
Pathways in cancer(Kegg)	726231	726355	726018
Pathways in cancer(Kegg)	726231	726355	726015
PPAR signaling pathway(Kegg)	714130	714153	714129
PPAR signaling pathway(Kegg)	714130	714153	714103
Tight junction(Kegg)	720057	720089	719888
Tight junction(Kegg)	720057	720089	719950
Pathways in cancer(Kegg)	726231	726365	726060
Pathways in cancer(Kegg)	726231	726365	726061
Wnt signaling pathway(Kegg)	718054	718092	717954
Wnt signaling pathway(Kegg)	718054	718092	717984
Long-term potentiation(Kegg)	722318	722345	722258
Long-term potentiation(Kegg)	722318	722345	722277
Long-term potentiation(Kegg)	722318	722345	722277
T cell receptor signaling pathway(Kegg)	721594	721605	721561
T cell receptor signaling pathway(Kegg)	721594	721605	721567
PPAR signaling pathway(Kegg)	714130	714134	714129
PPAR signaling pathway(Kegg)	714130	714134	714118
PPAR signaling pathway(Kegg)	714130	714142	714129
PPAR signaling pathway(Kegg)	714130	714142	714120
PPAR signaling pathway(Kegg)	714130	714189	714032
PPAR signaling pathway(Kegg)	714130	714189	714062
PPAR signaling pathway(Kegg)	714130	714189	714062
MAPK signaling pathway(Kegg)	714843	714999	714749
MAPK signaling pathway(Kegg)	714843	714999	714727
Epithelial cell signaling in Helicobacter pylori infection(Kegg)	725641	725649	725615
Epithelial cell signaling in Helicobacter pylori infection(Kegg)	725641	725649	725629
Epithelial cell signaling in Helicobacter pylori infection(Kegg)	725641	725649	725629
Wnt signaling pathway(Kegg)	718054	718107	717897
Wnt signaling pathway(Kegg)	718054	718107	717896
Wnt signaling pathway(Kegg)	718054	718107	717896
Amyotrophic lateral sclerosis (ALS)(Kegg)	724970	724971	724910
Amyotrophic lateral sclerosis (ALS)(Kegg)	724970	724971	724911
Amyotrophic lateral sclerosis (ALS)(Kegg)	724970	724971	724911
Cell adhesion molecules (CAMs)(Kegg)	719574	719633	719506
Cell adhesion molecules (CAMs)(Kegg)	719574	719633	719506
ErbB signaling pathway(Kegg)	715148	715225	715015
ErbB signaling pathway(Kegg)	715148	715225	715050
ErbB signaling pathway(Kegg)	715148	715225	715050
Pathways in cancer(Kegg)	726231	726412	726187
Pathways in cancer(Kegg)	726231	726412	726192
Long-term depression(Kegg)	722473	722508	722420
Long-term depression(Kegg)	722473	722508	722398
Long-term depression(Kegg)	722473	722508	722398
VEGF signaling pathway(Kegg)	718855	718879	718820
VEGF signaling pathway(Kegg)	718855	718879	718760
VEGF signaling pathway(Kegg)	718855	718879	718760
T cell receptor signaling pathway(Kegg)	721594	721660	721474
T cell receptor signaling pathway(Kegg)	721594	721660	721473
T cell receptor signaling pathway(Kegg)	721594	721660	721473
Cytokine-cytokine receptor interaction(Kegg)	715796	715838	715725
Cytokine-cytokine receptor interaction(Kegg)	715796	715838	715708
Cytokine-cytokine receptor interaction(Kegg)	715796	715838	715708
Prostate cancer(Kegg)	727295	727312	727268
Prostate cancer(Kegg)	727295	727312	727194
Prostate cancer(Kegg)	727295	727312	727194
Cytokine-cytokine receptor interaction(Kegg)	715796	715823	715735
Cytokine-cytokine receptor interaction(Kegg)	715796	715823	715710
Cytokine-cytokine receptor interaction(Kegg)	715796	715823	715710
Cytokine-cytokine receptor interaction(Kegg)	715796	715925	715589
Cytokine-cytokine receptor interaction(Kegg)	715796	715925	715576
Cytokine-cytokine receptor interaction(Kegg)	715796	715925	715576
Cell adhesion molecules (CAMs)(Kegg)	719574	719627	719567
Cell adhesion molecules (CAMs)(Kegg)	719574	719627	719567
Huntington's disease(Kegg)	725366	725372	725362
Huntington's disease(Kegg)	725366	725372	725340
Apoptosis(Kegg)	717652	717676	717560
Apoptosis(Kegg)	717652	717676	717561
Apoptosis(Kegg)	717652	717676	717561
GnRH signaling pathway(Kegg)	723852	723853	723717
GnRH signaling pathway(Kegg)	723852	723853	723809
Fc epsilon RI signaling pathway(Kegg)	721909	721938	721858
Fc epsilon RI signaling pathway(Kegg)	721909	721938	721889
Fc epsilon RI signaling pathway(Kegg)	721909	721938	721889
Natural killer cell mediated cytotoxicity(Kegg)	721338	721424	721205
Natural killer cell mediated cytotoxicity(Kegg)	721338	721424	721179
Natural killer cell mediated cytotoxicity(Kegg)	721338	721424	721179
Epithelial cell signaling in Helicobacter pylori infection(Kegg)	725641	725642	725636
Epithelial cell signaling in Helicobacter pylori infection(Kegg)	725641	725642	725634
Parkinson's disease(Kegg)	724873	724880	724832
Parkinson's disease(Kegg)	724873	724880	724720
Huntington's disease(Kegg)	725241	725246	725205
Huntington's disease(Kegg)	725241	725246	725206
Huntington's disease(Kegg)	725241	725246	725206
Regulation of actin cytoskeleton(Kegg)	723339	723414	723200
Regulation of actin cytoskeleton(Kegg)	723339	723414	723182
Regulation of actin cytoskeleton(Kegg)	723339	723414	723182
Pancreatic cancer(Kegg)	726832	726865	726755
Pancreatic cancer(Kegg)	726832	726865	726756
Cytokine-cytokine receptor interaction(Kegg)	715796	715918	715591
Cytokine-cytokine receptor interaction(Kegg)	715796	715918	715775
Cytokine-cytokine receptor interaction(Kegg)	715796	715918	715775
Neuroactive ligand-receptor interaction(Kegg)	716686	716689	716249
Neuroactive ligand-receptor interaction(Kegg)	716686	716689	716519
Neuroactive ligand-receptor interaction(Kegg)	716686	716689	716519
Type I diabetes mellitus(Kegg)	724390	724392	724354
Type I diabetes mellitus(Kegg)	724390	724392	724381
Type I diabetes mellitus(Kegg)	724390	724392	724381
Colorectal cancer(Kegg)	726554	726583	726491
Colorectal cancer(Kegg)	726554	726583	726497
Cytokine-cytokine receptor interaction(Kegg)	715796	715855	715697
Cytokine-cytokine receptor interaction(Kegg)	715796	715855	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715855	715795
ECM-receptor interaction(Kegg)	719346	719402	719286
ECM-receptor interaction(Kegg)	719346	719402	719323
ECM-receptor interaction(Kegg)	719346	719402	719323
Chronic myeloid leukemia(Kegg)	727799	727814	727726
Chronic myeloid leukemia(Kegg)	727799	727814	727719
Chronic myeloid leukemia(Kegg)	727799	727814	727719
GnRH signaling pathway(Kegg)	723852	723862	723785
GnRH signaling pathway(Kegg)	723852	723862	723738
GnRH signaling pathway(Kegg)	723852	723862	723738
Insulin signaling pathway(Kegg)	723622	723635	723424
Insulin signaling pathway(Kegg)	723622	723635	723533
MAPK signaling pathway(Kegg)	714843	714992	714701
MAPK signaling pathway(Kegg)	714843	714992	714780
MAPK signaling pathway(Kegg)	714843	714992	714780
Endometrial cancer(Kegg)	726954	726957	726938
Endometrial cancer(Kegg)	726954	726957	726920
Endometrial cancer(Kegg)	726954	726957	726920
Leukocyte transendothelial migration(Kegg)	722103	722111	722090
Leukocyte transendothelial migration(Kegg)	722103	722111	722057
Axon guidance(Kegg)	718676	718715	718620
Axon guidance(Kegg)	718676	718715	718607
Axon guidance(Kegg)	718676	718715	718607
Regulation of actin cytoskeleton(Kegg)	723339	723400	723036
Regulation of actin cytoskeleton(Kegg)	723339	723400	723059
Cytokine-cytokine receptor interaction(Kegg)	715796	715941	715561
Cytokine-cytokine receptor interaction(Kegg)	715796	715941	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715941	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715875	715652
Cytokine-cytokine receptor interaction(Kegg)	715796	715875	715609
Cytokine-cytokine receptor interaction(Kegg)	715796	715875	715609
B cell receptor signaling pathway(Kegg)	721753	721785	721663
B cell receptor signaling pathway(Kegg)	721753	721785	721733
B cell receptor signaling pathway(Kegg)	721753	721785	721733
Colorectal cancer(Kegg)	726554	726567	726530
Colorectal cancer(Kegg)	726554	726567	726523
PPAR signaling pathway(Kegg)	714130	714156	714129
PPAR signaling pathway(Kegg)	714130	714156	714072
Type II diabetes mellitus(Kegg)	724288	724298	724271
Type II diabetes mellitus(Kegg)	724288	724298	724283
Maturity onset diabetes of the young(Kegg)	724418	724436	724401
Maturity onset diabetes of the young(Kegg)	724418	724436	724404
Regulation of actin cytoskeleton(Kegg)	723339	723402	723036
Regulation of actin cytoskeleton(Kegg)	723339	723402	723049
Pathways in cancer(Kegg)	726231	726283	726107
Pathways in cancer(Kegg)	726231	726283	726108
Pathways in cancer(Kegg)	726231	726232	726230
Pathways in cancer(Kegg)	726231	726232	726230
Pathways in cancer(Kegg)	726231	726232	726230
ECM-receptor interaction(Kegg)	719346	719356	719297
ECM-receptor interaction(Kegg)	719346	719356	719345
ECM-receptor interaction(Kegg)	719346	719356	719345
Acute myeloid leukemia(Kegg)	727926	727941	727895
Acute myeloid leukemia(Kegg)	727926	727941	727859
Acute myeloid leukemia(Kegg)	727926	727941	727859
Focal adhesion(Kegg)	719157	719164	719156
Focal adhesion(Kegg)	719157	719164	718985
Focal adhesion(Kegg)	719157	719164	718898
Focal adhesion(Kegg)	719157	719164	718913
T cell receptor signaling pathway(Kegg)	721594	721606	721549
T cell receptor signaling pathway(Kegg)	721594	721606	721554
Leukocyte transendothelial migration(Kegg)	722103	722154	722010
Leukocyte transendothelial migration(Kegg)	722103	722154	722085
Chronic myeloid leukemia(Kegg)	727799	727805	727741
Chronic myeloid leukemia(Kegg)	727799	727805	727684
Chronic myeloid leukemia(Kegg)	727799	727805	727684
Toll-like receptor signaling pathway(Kegg)	720778	720795	720651
Toll-like receptor signaling pathway(Kegg)	720778	720795	720777
Toll-like receptor signaling pathway(Kegg)	720778	720795	720777
Huntington's disease(Kegg)	725366	725367	725361
Huntington's disease(Kegg)	725366	725367	725354
Huntington's disease(Kegg)	725366	725367	725354
Focal adhesion(Kegg)	719157	719176	718961
Focal adhesion(Kegg)	719157	719176	719154
Pathways in cancer(Kegg)	726231	726407	726226
Pathways in cancer(Kegg)	726231	726407	725873
Pathways in cancer(Kegg)	726231	726407	725873
Tight junction(Kegg)	720057	720071	719994
Tight junction(Kegg)	720057	720071	719995
Apoptosis(Kegg)	717652	717707	717557
Apoptosis(Kegg)	717652	717707	717560
Wnt signaling pathway(Kegg)	718054	718056	718053
Wnt signaling pathway(Kegg)	718054	718056	717878
Wnt signaling pathway(Kegg)	718054	718056	717878
Acute myeloid leukemia(Kegg)	727926	727954	727848
Acute myeloid leukemia(Kegg)	727926	727954	727844
Calcium signaling pathway(Kegg)	715499	715508	715430
Calcium signaling pathway(Kegg)	715499	715508	715316
Calcium signaling pathway(Kegg)	715499	715508	715316
Axon guidance(Kegg)	718676	718687	718673
Axon guidance(Kegg)	718676	718687	718542
Axon guidance(Kegg)	718676	718687	718542
T cell receptor signaling pathway(Kegg)	721594	721625	721486
T cell receptor signaling pathway(Kegg)	721594	721625	721470
Gap junction(Kegg)	720264	720287	720188
Gap junction(Kegg)	720264	720287	720144
Gap junction(Kegg)	720264	720287	720144
Cell cycle(Kegg)	716869	716913	716709
Cell cycle(Kegg)	716869	716913	716708
Cell cycle(Kegg)	716869	716913	716707
Cell cycle(Kegg)	716869	716913	716710
Cell cycle(Kegg)	716869	716913	716868
Cell cycle(Kegg)	716869	716913	716838
Cell cycle(Kegg)	716869	716913	716706
Cell cycle(Kegg)	716869	716913	716705
p53 signaling pathway(Kegg)	717031	717078	717002
p53 signaling pathway(Kegg)	717031	717078	717001
Acute myeloid leukemia(Kegg)	727926	727946	727920
Acute myeloid leukemia(Kegg)	727926	727946	727916
Acute myeloid leukemia(Kegg)	727926	727946	727916
Dentatorubropallidoluysian atrophy (DRPLA)(Kegg)	725403	725404	725386
Dentatorubropallidoluysian atrophy (DRPLA)(Kegg)	725403	725404	725384
Dentatorubropallidoluysian atrophy (DRPLA)(Kegg)	725403	725404	725384
Cytokine-cytokine receptor interaction(Kegg)	715796	715840	715723
Cytokine-cytokine receptor interaction(Kegg)	715796	715840	715708
Cytokine-cytokine receptor interaction(Kegg)	715796	715840	715708
Cell adhesion molecules (CAMs)(Kegg)	719574	719674	719573
Cell adhesion molecules (CAMs)(Kegg)	719574	719674	719451
Cell adhesion molecules (CAMs)(Kegg)	719574	719674	719448
Cell adhesion molecules (CAMs)(Kegg)	719574	719674	719451
Adipocytokine signaling pathway(Kegg)	724170	724216	724156
Adipocytokine signaling pathway(Kegg)	724170	724216	724162
Melanogenesis(Kegg)	724035	724040	724016
Melanogenesis(Kegg)	724035	724040	723946
Melanogenesis(Kegg)	724035	724040	723946
PPAR signaling pathway(Kegg)	714130	714146	714129
PPAR signaling pathway(Kegg)	714130	714146	714047
VEGF signaling pathway(Kegg)	718855	718865	718752
VEGF signaling pathway(Kegg)	718855	718865	718829
VEGF signaling pathway(Kegg)	718855	718865	718829
Renal cell carcinoma(Kegg)	726689	726719	726638
Renal cell carcinoma(Kegg)	726689	726719	726637
Renal cell carcinoma(Kegg)	726689	726719	726637
Regulation of actin cytoskeleton(Kegg)	723339	723351	723301
Regulation of actin cytoskeleton(Kegg)	723339	723351	723291
Regulation of actin cytoskeleton(Kegg)	723339	723351	723291
p53 signaling pathway(Kegg)	717031	717061	717002
p53 signaling pathway(Kegg)	717031	717061	717013
Chronic myeloid leukemia(Kegg)	727799	727819	727798
Chronic myeloid leukemia(Kegg)	727799	727819	727757
Chronic myeloid leukemia(Kegg)	727799	727819	727757
Long-term potentiation(Kegg)	722318	722343	722306
Long-term potentiation(Kegg)	722318	722343	722302
Long-term potentiation(Kegg)	722318	722343	722302
Axon guidance(Kegg)	718676	718744	718653
Axon guidance(Kegg)	718676	718744	718620
Axon guidance(Kegg)	718676	718744	718620
Insulin signaling pathway(Kegg)	723622	723671	723436
Insulin signaling pathway(Kegg)	723622	723671	723523
Insulin signaling pathway(Kegg)	723622	723671	723523
Renal cell carcinoma(Kegg)	726689	726712	726668
Renal cell carcinoma(Kegg)	726689	726712	726658
Natural killer cell mediated cytotoxicity(Kegg)	721338	721385	721179
Natural killer cell mediated cytotoxicity(Kegg)	721338	721385	721318
Natural killer cell mediated cytotoxicity(Kegg)	721338	721385	721318
Fc epsilon RI signaling pathway(Kegg)	721909	721913	721846
Fc epsilon RI signaling pathway(Kegg)	721909	721913	721853
Fc epsilon RI signaling pathway(Kegg)	721909	721913	721853
Amyotrophic lateral sclerosis (ALS)(Kegg)	724970	724983	724953
Amyotrophic lateral sclerosis (ALS)(Kegg)	724970	724983	724955
Toll-like receptor signaling pathway(Kegg)	720778	720817	720648
Toll-like receptor signaling pathway(Kegg)	720778	720817	720661
Toll-like receptor signaling pathway(Kegg)	720778	720817	720661
Adipocytokine signaling pathway(Kegg)	724170	724195	724113
Adipocytokine signaling pathway(Kegg)	724170	724195	724115
Adipocytokine signaling pathway(Kegg)	724170	724195	724115
MAPK signaling pathway(Kegg)	714843	714926	714504
MAPK signaling pathway(Kegg)	714843	714926	714824
MAPK signaling pathway(Kegg)	714843	714926	714824
Focal adhesion(Kegg)	719157	719204	719090
Focal adhesion(Kegg)	719157	719204	719110
Focal adhesion(Kegg)	719157	719204	719110
MAPK signaling pathway(Kegg)	714843	714880	714785
MAPK signaling pathway(Kegg)	714843	714880	714817
Jak-STAT signaling pathway(Kegg)	721016	721039	720860
Jak-STAT signaling pathway(Kegg)	721016	721039	720841
Regulation of actin cytoskeleton(Kegg)	723339	723352	723291
Regulation of actin cytoskeleton(Kegg)	723339	723352	723283
Regulation of actin cytoskeleton(Kegg)	723339	723352	723283
Focal adhesion(Kegg)	719157	719200	719074
Focal adhesion(Kegg)	719157	719200	718973
Focal adhesion(Kegg)	719157	719200	718973
Leukocyte transendothelial migration(Kegg)	722103	722140	722102
Leukocyte transendothelial migration(Kegg)	722103	722140	722002
Long-term potentiation(Kegg)	722318	722326	722312
Long-term potentiation(Kegg)	722318	722326	722202
Insulin signaling pathway(Kegg)	723622	723647	723573
Insulin signaling pathway(Kegg)	723622	723647	723603
Cytokine-cytokine receptor interaction(Kegg)	715796	715882	715648
Cytokine-cytokine receptor interaction(Kegg)	715796	715882	715607
Cytokine-cytokine receptor interaction(Kegg)	715796	715882	715607
Focal adhesion(Kegg)	719157	719232	718944
Focal adhesion(Kegg)	719157	719232	718937
Focal adhesion(Kegg)	719157	719232	718937
Cell cycle(Kegg)	716869	716885	716839
Cell cycle(Kegg)	716869	716885	716851
Cell cycle(Kegg)	716869	716885	716851
Gap junction(Kegg)	720264	720283	720233
Gap junction(Kegg)	720264	720283	720228
Gap junction(Kegg)	720264	720283	720228
MAPK signaling pathway(Kegg)	714843	714867	714587
MAPK signaling pathway(Kegg)	714843	714867	714591
Natural killer cell mediated cytotoxicity(Kegg)	721338	721413	721196
Natural killer cell mediated cytotoxicity(Kegg)	721338	721413	721194
Natural killer cell mediated cytotoxicity(Kegg)	721338	721413	721194
T cell receptor signaling pathway(Kegg)	721594	721649	721582
T cell receptor signaling pathway(Kegg)	721594	721649	721581
T cell receptor signaling pathway(Kegg)	721594	721649	721581
TGF-beta signaling pathway(Kegg)	718452	718482	718372
TGF-beta signaling pathway(Kegg)	718452	718482	718423
Glioma(Kegg)	727082	727084	726978
Glioma(Kegg)	727082	727084	726984
Glioma(Kegg)	727082	727084	726984
MAPK signaling pathway(Kegg)	714843	714978	714706
MAPK signaling pathway(Kegg)	714843	714978	714715
MAPK signaling pathway(Kegg)	714843	714978	714715
MAPK signaling pathway(Kegg)	714843	715012	714501
MAPK signaling pathway(Kegg)	714843	715012	714562
MAPK signaling pathway(Kegg)	714843	715012	714562
Glioma(Kegg)	727082	727139	726989
Glioma(Kegg)	727082	727139	727014
Glioma(Kegg)	727082	727139	727014
ErbB signaling pathway(Kegg)	715148	715231	715122
ErbB signaling pathway(Kegg)	715148	715231	715028
ErbB signaling pathway(Kegg)	715148	715231	715028
Adherens junction(Kegg)	719802	719838	719774
Adherens junction(Kegg)	719802	719838	719698
Pathways in cancer(Kegg)	726231	726343	725980
Pathways in cancer(Kegg)	726231	726343	726120
Regulation of actin cytoskeleton(Kegg)	723339	723366	723160
Regulation of actin cytoskeleton(Kegg)	723339	723366	723087
Regulation of actin cytoskeleton(Kegg)	723339	723366	723087
Focal adhesion(Kegg)	719157	719218	719126
Focal adhesion(Kegg)	719157	719218	719127
Focal adhesion(Kegg)	719157	719218	719127
Acute myeloid leukemia(Kegg)	727926	727965	727873
Acute myeloid leukemia(Kegg)	727926	727965	727843
Alzheimer's disease(Kegg)	724674	724697	724666
Alzheimer's disease(Kegg)	724674	724697	724617
Alzheimer's disease(Kegg)	724674	724697	724617
Axon guidance(Kegg)	718676	718725	718558
Axon guidance(Kegg)	718676	718725	718625
Endometrial cancer(Kegg)	726954	726961	726915
Endometrial cancer(Kegg)	726954	726961	726882
Endometrial cancer(Kegg)	726954	726961	726882
TGF-beta signaling pathway(Kegg)	718452	718460	718334
TGF-beta signaling pathway(Kegg)	718452	718460	718329
TGF-beta signaling pathway(Kegg)	718452	718460	718329
Wnt signaling pathway(Kegg)	718054	718071	718022
Wnt signaling pathway(Kegg)	718054	718071	718028
Insulin signaling pathway(Kegg)	723622	723696	723416
Insulin signaling pathway(Kegg)	723622	723696	723601
Pathways in cancer(Kegg)	726231	726295	725853
Pathways in cancer(Kegg)	726231	726295	725911
Pathways in cancer(Kegg)	726231	726295	725911
MAPK signaling pathway(Kegg)	714843	714935	714714
MAPK signaling pathway(Kegg)	714843	714935	714700
MAPK signaling pathway(Kegg)	714843	714935	714700
Focal adhesion(Kegg)	719157	719189	719140
Focal adhesion(Kegg)	719157	719189	719135
Focal adhesion(Kegg)	719157	719189	719135
Pathways in cancer(Kegg)	726231	726310	725879
Pathways in cancer(Kegg)	726231	726310	725924
MAPK signaling pathway(Kegg)	714843	714872	714829
MAPK signaling pathway(Kegg)	714843	714872	714685
Axon guidance(Kegg)	718676	718692	718581
Axon guidance(Kegg)	718676	718692	718564
Axon guidance(Kegg)	718676	718692	718564
Pathways in cancer(Kegg)	726231	726375	725967
Pathways in cancer(Kegg)	726231	726375	725974
TGF-beta signaling pathway(Kegg)	718452	718458	718418
TGF-beta signaling pathway(Kegg)	718452	718458	718329
TGF-beta signaling pathway(Kegg)	718452	718458	718329
Huntington's disease(Kegg)	725241	725247	725159
Huntington's disease(Kegg)	725241	725247	725151
Huntington's disease(Kegg)	725241	725247	725151
Renal cell carcinoma(Kegg)	726689	726707	726683
Renal cell carcinoma(Kegg)	726689	726707	726678
Renal cell carcinoma(Kegg)	726689	726707	726678
Maturity onset diabetes of the young(Kegg)	724418	724427	724417
Maturity onset diabetes of the young(Kegg)	724418	724427	724398
T cell receptor signaling pathway(Kegg)	721594	721658	721581
T cell receptor signaling pathway(Kegg)	721594	721658	721461
T cell receptor signaling pathway(Kegg)	721594	721658	721461
Natural killer cell mediated cytotoxicity(Kegg)	721338	721354	721181
Natural killer cell mediated cytotoxicity(Kegg)	721338	721354	721259
Natural killer cell mediated cytotoxicity(Kegg)	721338	721354	721259
Natural killer cell mediated cytotoxicity(Kegg)	721338	721364	721337
Natural killer cell mediated cytotoxicity(Kegg)	721338	721364	721193
Natural killer cell mediated cytotoxicity(Kegg)	721338	721364	721193
Fc epsilon RI signaling pathway(Kegg)	721909	721910	721848
Fc epsilon RI signaling pathway(Kegg)	721909	721910	721789
Fc epsilon RI signaling pathway(Kegg)	721909	721910	721789
Maturity onset diabetes of the young(Kegg)	724418	724421	724396
Maturity onset diabetes of the young(Kegg)	724418	724421	724393
T cell receptor signaling pathway(Kegg)	721594	721656	721590
T cell receptor signaling pathway(Kegg)	721594	721656	721510
ECM-receptor interaction(Kegg)	719346	719347	719279
ECM-receptor interaction(Kegg)	719346	719347	719345
ECM-receptor interaction(Kegg)	719346	719347	719345
Adherens junction(Kegg)	719802	719809	719717
Adherens junction(Kegg)	719802	719809	719787
Adherens junction(Kegg)	719802	719809	719787
GnRH signaling pathway(Kegg)	723852	723881	723743
GnRH signaling pathway(Kegg)	723852	723881	723749
GnRH signaling pathway(Kegg)	723852	723881	723749
Adipocytokine signaling pathway(Kegg)	724170	724188	724113
Adipocytokine signaling pathway(Kegg)	724170	724188	724128
Leukocyte transendothelial migration(Kegg)	722103	722128	722034
Leukocyte transendothelial migration(Kegg)	722103	722128	722000
Leukocyte transendothelial migration(Kegg)	722103	722128	722000
Bladder cancer(Kegg)	727662	727663	727638
Bladder cancer(Kegg)	727662	727663	727659
Pathways in cancer(Kegg)	726231	726284	726107
Pathways in cancer(Kegg)	726231	726284	726109
Adherens junction(Kegg)	719802	719810	719791
Adherens junction(Kegg)	719802	719810	719787
Adherens junction(Kegg)	719802	719810	719787
Cell adhesion molecules (CAMs)(Kegg)	719574	719667	719476
Cell adhesion molecules (CAMs)(Kegg)	719574	719667	719476
Natural killer cell mediated cytotoxicity(Kegg)	721338	721405	721184
Natural killer cell mediated cytotoxicity(Kegg)	721338	721405	721225
Natural killer cell mediated cytotoxicity(Kegg)	721338	721405	721225
Long-term potentiation(Kegg)	722318	722325	722237
Long-term potentiation(Kegg)	722318	722325	722263
Pathways in cancer(Kegg)	726231	726239	726230
Pathways in cancer(Kegg)	726231	726239	725848
Pathways in cancer(Kegg)	726231	726239	725848
